state,district,candidate,party,votes,prop,winner,year
Indiana,7,"Mayo, Chris",LIB,3931,0.03501661307132486,0,2014
Indiana,8,"Bucshon, Larry D.",R,103344,0.603239646265651,1,2014
Indiana,8,"Spangler, Tom",D,61384,0.3583107141814786,0,2014
Indiana,8,"Horning, Andrew",LIB,6587,0.038449639552870445,0,2014
Indiana,9,"Young, Todd",R,101594,0.6256288988650569,1,2014
Indiana,9,"Bailey, Bill",D,55016,0.3387955932433015,0,2014
Indiana,9,"Frey, R. Mike",LIB,5777,0.03557550789164157,0,2014
Iowa,1,"Blum, Rod",R,147762,0.5107464069186259,1,2014
Iowa,1,"Murphy, Pat",D,141145,0.4878744305337601,0,2014
Iowa,2,"Loebsack, Dave",D,143431,0.5247558802761507,1,2014
Iowa,2,"Miller-Meeks, Mariannette",R,129455,0.4736233623215978,0,2014
Iowa,3,"Young, David",R,148814,0.5275857423439904,1,2014
Iowa,3,"Appel, Staci",D,119109,0.4222735104549999,0,2014
Iowa,3,"Wright, Edward B.",LIB,9054,0.03209887047712238,0,2014
Iowa,3,"Holder, Bryan Jack",NNE,4360,0.015457375224238299,0,2014
Iowa,4,"King, Steve",R,169834,0.6161598937717907,1,2014
Iowa,4,"Mowrer, Jim",D,105504,0.3827698425079726,0,2014
Kansas,1,"Huelskamp, Tim",R ,138764,0.679679272730835,1,2014
Kansas,1,"Sherow, James E.",D,65397,0.320320727269165,0,2014
Kansas,2,"Jenkins, Lynn",R ,128742,0.5704474358179062,1,2014
Kansas,2,"Wakefield, Margie",D,87153,0.3861692794413477,0,2014
Kansas,2,"Clemmons, Christopher",LIB,9791,0.04338328474074599,0,2014
Kansas,3,"Yoder, Kevin",R ,134493,0.6002088567769115,1,2014
Kansas,3,"Kultala, Kelly",D,89584,0.3997911432230885,0,2014
Kansas,4,"Pompeo, Mike",R,138757,0.6666106181510716,1,2014
Kansas,4,"Schuckman, Perry L.",D,69396,0.3333893818489284,0,2014
Kentucky,1,"Whitfield, Ed",R,173022,0.7312292386885191,1,2014
Kentucky,1,"Hatchett, Charles Kendall",D,63596,0.268770761311481,0,2014
Kentucky,2,"Guthrie, S. Brett",R,156936,0.6918539548744898,1,2014
Kentucky,2,"Leach, Ron",D,69898,0.3081460451255103,0,2014
Kentucky,3,"Yarmuth, John A.",D,157056,0.6349416830062057,1,2014
Kentucky,3,"Macfarlane, Michael",R,87981,0.35568717026136526,0,2014
Kentucky,3,"Puccetti, Gregory Peter",IND,2318,0.0093711467324291,0,2014
Kentucky,4,"Massie, Thomas",R,150464,0.6772837349994149,1,2014
Kentucky,4,"Newberry, Peter",D,71694,0.32271626500058515,0,2014
Kentucky,5,"Rogers, Harold ""Hal""",R,171350,0.7825380080103395,1,2014
Kentucky,5,"Stepp, Kenneth S.",D,47617,0.21746199198966054,0,2014
Kentucky,6,"Barr, Andy",R,147404,0.5999495307170708,1,2014
Kentucky,6,"Jensen, Elisabeth",D,98290,0.4000504692829292,0,2014
Louisiana,1,"Scalise, Steve",R,189250,0.7756020393108309,1,2014
Louisiana,1,"Mendoza, M.V. ""Vinny""",D,24761,0.10147784462549794,0,2014
Louisiana,1,"Dugas, Lee A.",D,21286,0.08723627481516696,0,2014
Louisiana,1,"Sanford, Jeffry ""Jeff""",LIB,8707,0.03568384124850412,0,2014
Louisiana,2,"Richmond, Cedric",D,152201,0.6869206119962089,1,2014
Louisiana,2,"Landrieu, Gary",D,37805,0.17062327932481836,0,2014
Louisiana,2,"Brooks, David",NPA,16327,0.07368777361556167,0,2014
Louisiana,2,"Davenport, Samuel",LIB,15237,0.06876833506341111,0,2014
Louisiana,3,"Boustany, Charles W., Jr.",R,185867,0.7866786869148594,1,2014
Louisiana,3,"Richard, Russell",NPA,28342,0.11995699798533868,0,2014
Louisiana,3,"Barrilleaux, Bryan",R,22059,0.09336431509980192,0,2014
Louisiana,4,"Fleming, John",R,152683,0.7343388531110673,1,2014
Louisiana,4,"Lord, Randall",LIB,55236,0.2656611468889327,0,2014
Louisiana,5,"Abraham, Ralph Lee",R,55489,0.23163752186382022,1,2014
Louisiana,5,"Mayo, ""Jamie""",D,67611,0.28224052498215413,0,2014
Louisiana,5,"Dasher, ""Zach""",R,53628,0.22386882125309432,0,2014
Louisiana,5,"McAllister, Vance M.",R,26606,0.1110661195319577,0,2014
Louisiana,5,"Holloway, Clyde C.",R,17877,0.0746271148941144,0,2014
Louisiana,5,"Brown, Harris",R,9890,0.04128557175716236,0,2014
Louisiana,5,"Tarpley, ""Ed""",R,4594,0.019177544656461463,0,2014
Louisiana,5,"Saucier, Charles",LIB,2201,0.009188022592266365,0,2014
Louisiana,5,"Barron, Eliot S.",GRE,1655,0.0069087584689690295,0,2014
Louisiana,6,"Graves, Garret",R,70715,0.27358121936404894,1,2014
Louisiana,6,"Edwards, Edwin",D,77866,0.30124690980698626,0,2014
Louisiana,6,"Dietzel, Paul, II",R,35024,0.13550036946908647,0,2014
Louisiana,6,"Claitor, ""Dan""",R,26524,0.10261568638071178,0,2014
Louisiana,6,"Whitney, Lenar",R,19151,0.07409112539123101,0,2014
Louisiana,6,"Lieberman, Richard",D,7309,0.028276958669756536,0,2014
Louisiana,6,"McCulloch, Craig",R,5815,0.022496992018693974,0,2014
Louisiana,6,"Bell, Robert Lamar ""Bob""",R,5182,0.020048050325171485,0,2014
Louisiana,6,"Williams, Peter",D,4037,0.01561829007385513,0,2014
Louisiana,6,"Craig, Rufus Holt, Jr.",LIB,3561,0.013776747820906148,0,2014
Louisiana,6,"Clark, Norman ""Norm""",R,1848,0.007149516982037226,0,2014
Louisiana,6,"Thomas, ""Trey""",R,1447,0.005598133697515079,0,2014
Maine,1,"Pingree, Chellie",D,186674,0.6043224624309642,1,2014
Maine,1,"Misiuk, Isaac J.",R,94751,0.30673879403557164,0,2014
Maine,1,"Murphy, Richard P.",IND,27410,0.08873479271474727,0,2014
Maine,1,Others,W,63,2.03950818716858e-4,0,2014
Maine,2,"Poliquin, Bruce",R,133308,0.47030848691823546,1,2014
Maine,2,"Cain, Emily Ann",D,118556,0.4182636674098953,0,2014
Maine,2,"Richardson, Blaine",IND,31336,0.11055290564759673,0,2014
Maine,2,Others,W,248,8.749400242725297e-4,0,2014
Maryland,1,"Harris, Andy",R,176342,0.7041905933279556,1,2014
Maryland,1,"Tilghman, Bill",D,73843,0.2948789623749091,0,2014
Maryland,2,"Ruppersberger, C. A. Dutch",D,120412,0.6132393534127137,1,2014
Maryland,2,"Banach, David",R,70411,0.35859213461401346,0,2014
Maryland,2,"Schlakman, Ian",GRE,5326,0.02712447925685242,0,2014
Maryland,3,"Sarbanes, John",D,128594,0.5954914654589574,1,2014
Maryland,3,"Long, Charles A.",R,87029,0.4030127902345957,0,2014
Maryland,4,"Edwards, Donna F.",D,134628,0.7017832847677976,1,2014
Maryland,4,"Hoyt, Nancy",R,54217,0.28262014105725175,0,2014
Maryland,4,"Vohra, Arvin",LIB,2795,0.014569660701533073,0,2014
Maryland,5,"Hoyer, Steny H.",D,144725,0.6402627853477261,1,2014
Maryland,5,"Chaffee, Chris",R,80752,0.35724650504335514,0,2014
Maryland,5,"Fritz, Dennis L.",W,227,0.0010042470359228454,0,2014
Maryland,6,"Delaney, John K.",D,94704,0.49703992946214887,1,2014
Maryland,6,"Bongino, Dan",R,91930,0.4824810009656968,0,2014
Maryland,6,"Gluck, George",GRE,3762,0.01974430028970903,0,2014
Maryland,7,"Cummings, Elijah",D,144639,0.699384456189044,1,2014
Maryland,7,"Vaughn, Carrogan R.",R,55860,0.27010429913591766,0,2014
Maryland,7,"Soffen, Scott",LIB,6103,0.02951032111755291,0,2014
Maryland,8,"Van Hollen, Chris",D,136722,0.6073914801174605,1,2014
Maryland,8,"Young, Lih",D/W,16,7.10804675317752e-5,0,2014
Maryland,8,"Wallace, Dave",R,87859,0.39031617480463976,0,2014
Maryland,8,"Wildman, Andrew Jaye",W,102,4.531379805150668e-4,0,2014
Massachusetts,1,"Neal, Richard E.",D,167612,0.9795570101104553,1,2014
Massachusetts,1,All Others,W,3498,0.020442989889544738,0,2014
Massachusetts,2,"McGovern, James P.",D,169640,0.98202552895887,1,2014
Massachusetts,2,All Others,W,3105,0.01797447104112999,0,2014
Massachusetts,3,"Tsongas, Nicola S.",D,139104,0.6295836991844161,1,2014
Massachusetts,3,"Wofford, Roseann L. Ehrhard",R,81638,0.36949299828917476,0,2014
Massachusetts,3,All Others,W,204,9.233025264091679e-4,0,2014
Massachusetts,4,"Kennedy, Joseph P., III",D,184158,0.9790534721262321,1,2014
Massachusetts,4,All Others,W,3940,0.02094652787376793,0,2014
Massachusetts,5,"Clark, Katherine M.",D,182100,0.9829428910720069,1,2014
Massachusetts,5,All Others,W,3159,0.01705171110871208,0,2014
Massachusetts,5,"Wilt, William F.",W,1,5.397819281010472e-6,0,2014
Massachusetts,6,"Moulton, Seth W.",D,149638,0.549697118863856,1,2014
Massachusetts,6,"Tisei, Richard R.",R,111989,0.41139303281549044,0,2014
Massachusetts,6,"Stockwell, Christopher J.",IND,10373,0.03810534900209023,0,2014
Massachusetts,6,All Others,W,219,8.044993185633626e-4,0,2014
Massachusetts,7,"Capuano, Michael E.",D,142133,0.9833063523030731,1,2014
Massachusetts,7,All Others,W,2413,0.01669364769692693,0,2014
Massachusetts,8,"Lynch, Stephen F.",D,200644,0.9866880418586582,1,2014
Massachusetts,8,All Others,W,2707,0.013311958141341817,0,2014
Massachusetts,9,"Keating, William Richard",D,140413,0.5494734700106833,1,2014
Massachusetts,9,"Chapman, John C.",R,114971,0.4499121471701214,0,2014
Massachusetts,9,All Others,W,157,6.143828191953541e-4,0,2014
Michigan,1,"Benishek, Dan",R,130414,0.5213827954152024,1,2014
Michigan,1,"Cannon, Jerry",D,113263,0.45281472508405596,0,2014
Michigan,1,"Gnadt, Loel Robert",LIB,3823,0.015283991188617164,0,2014
Michigan,1,"Boal, Ellis",GRE,2631,0.010518488312124447,0,2014
Michigan,2,"Huizenga, Bill",R,135568,0.6362544116542765,1,2014
Michigan,2,"Vanderstelt, Dean",D,70851,0.3325214012164902,0,2014
Michigan,2,"Welch, Ronald, II",LIB,3877,0.018195727265900727,0,2014
Michigan,2,"Graeser, Ronald E.",UST,2776,0.013028459863332582,0,2014
Michigan,3,"Amash, Justin",R,125754,0.5790712131328714,1,2014
Michigan,3,"Goodrich, Bob",D,84720,0.3901181129555868,0,2014
Michigan,3,"Duncan, Tonya",GRE,6691,0.030810673911541915,0,2014
Michigan,4,"Moolenaar, John",R,123962,0.5649453338984518,1,2014
Michigan,4,"Holmes, Jeff",D,85777,0.39092073301340335,0,2014
Michigan,4,"Zimmer, George M.",UST,4990,0.0227414628366215,0,2014
Michigan,4,"White, Will Tyler",LIB,4694,0.021392470251523313,0,2014
Michigan,5,"Kildee, Daniel T.",D,148182,0.6670718202198633,1,2014
Michigan,5,"Hardwick, Allen",R,69222,0.3116171028819923,0,2014
Michigan,5,"Jones, Harold H.",LIB,4734,0.021311076898144397,0,2014
Michigan,6,"Upton, Fred",R,116801,0.5589206416047776,1,2014
Michigan,6,"Clements, Paul",D,84391,0.4038310619401271,0,2014
Michigan,6,"Lawrence, John M.",GRE,2254,0.01078592757063012,0,2014
Michigan,6,"Hass, Erwin J.",LIB,5530,0.026462368884465202,0,2014
Michigan,7,"Walberg, Tim",R,119564,0.5345195252252051,1,2014
Michigan,7,"Byrnes, Pam",D,92083,0.4116637235397993,0,2014
Michigan,7,"Proctor, Ken",LIB,4531,0.020256163801774817,0,2014
Michigan,7,"Swartout, David",NPA,4369,0.019531931063772715,0,2014
Michigan,7,"Strawcutter, Rick",UST,3138,0.014028656369448108,0,2014
Michigan,8,"Bishop, Mike",R,132739,0.5459701799485861,1,2014
Michigan,8,"Schertzing, Eric",D,102269,0.42064370179948585,0,2014
Michigan,8,"Weeks, James, II",LIB,4557,0.018743444730077122,0,2014
Michigan,8,"Casha, Jim",GRE,1880,0.007732647814910025,0,2014
Michigan,8,"Burgess, Jeremy",NLP,1680,0.006910025706940874,0,2014
Michigan,9,"Levin, Sander",D,136342,0.603932546942066,1,2014
Michigan,9,"Brikho, George",R,81470,0.3608747458550565,0,2014
Michigan,9,"Creswell, Gregory",LIB,4792,0.021226362859180448,0,2014
Michigan,9,"McDermott, John V.",GRE,3153,0.013966344343696984,0,2014
Michigan,10,"Miller, Candice S.",R,157069,0.6868145803088871,1,2014
Michigan,10,"Stadler, Chuck",D,67143,0.2935957532401658,0,2014
Michigan,10,"Mikkelson, Harley",GRE,4480,0.019589666450947125,0,2014
Michigan,11,"Trott, Dave",R,140435,0.5589719708005955,1,2014
Michigan,11,"McKenzie, Bobby",D,101681,0.4047198274146427,0,2014
Michigan,11,"Tatar, John J.",LIB,7711,0.030692013150876857,0,2014
Michigan,11,"Bentivolio, Kerry Lynn",W,1411,0.005616188633885001,0,2014
Michigan,12,"Dingell, Debbie",D,134346,0.6500822607180877,1,2014
Michigan,12,"Bowman, Terry",R,64716,0.3131520371624891,0,2014
Michigan,12,"Walkowicz, Gary",NPA,5039,0.0243830446143424,0,2014
Michigan,12,"Dashairya, Bhagwan",LIB,2559,0.012382657505080809,0,2014
Michigan,13,"Conyers, John, Jr.",D,132710,0.7949229396155666,1,2014
Michigan,13,"Gorman, Jeff",R,27234,0.1631296159859117,0,2014
Michigan,13,"Sharer, Chris",LIB,3537,0.021186364534852377,0,2014
Michigan,13,"Johnson, Sam",NPA,3466,0.020761079863669308,0,2014
Michigan,14,"Lawrence, Brenda",D,165272,0.7778677259634392,1,2014
Michigan,14,"Barr, Christina L. #",R,41801,0.1967402149970819,0,2014
Michigan,14,"Conyers, Christina #",R,NA,NA,0,2014
Michigan,14,"Schwartz, Leonard",LIB,3366,0.015842385676901934,0,2014
Michigan,14,"Boyle, Stephen",GRE,1999,0.009408475629271232,0,2014
Michigan,14,"Pruden, Calvin",W,30,1.4119773330572135e-4,0,2014
Minnesota,1,"Walz, Tim",DFL,122851,0.5419219656366484,1,2014
Minnesota,1,"Hagedorn, Jim",R,103536,0.4567193806656521,0,2014
Minnesota,2,"Kline, John",R,137778,0.5604194461618561,1,2014
Minnesota,2,"Obermueller, Mike",DFL,95565,0.3887157918714002,0,2014
Minnesota,2,"Overby, Paula",IDP,12319,0.05010819693469135,0,2014
Minnesota,3,"Paulsen, Erik",R,167515,0.6213810115547972,1,2014
Minnesota,3,"Sund, Sharon",DFL,101846,0.37778808168110245,0,2014
Minnesota,4,"McCollum, Betty",DFL,147857,0.611897184619905,1,2014
Minnesota,4,"Wahlgren, Sharna",R,79492,0.32897279804003526,0,2014
Minnesota,4,"Thomas, Dave",IDP,14059,0.05818231479450581,0,2014
Minnesota,5,"Ellison, Keith",DFL,167079,0.7079318672937588,1,2014
Minnesota,5,"Daggett, Doug",R,56577,0.2397228930977501,0,2014
Minnesota,5,"Bauer, Lee",IDP,12001,0.050849540273717214,0,2014
Minnesota,6,"Emmer, Tom",R,133328,0.562931187353808,1,2014
Minnesota,6,"Perske, Joe",DFL,90926,0.3839034646985805,0,2014
Minnesota,6,"Denney, John",IDP,12457,0.05259535732079072,0,2014
Minnesota,7,"Peterson, Collin C.",DFL,130546,0.5420557643199702,1,2014
Minnesota,7,"Westrom, Torrey",R,109955,0.45655739406647705,0,2014
Minnesota,8,"Nolan, Rick",DFL,129090,0.485149370685087,1,2014
Minnesota,8,"Mills, Stewart",R,125358,0.471123671936952,0,2014
Minnesota,8,"Sandman, Ray Skip",GRE,11450,0.043031685601861075,0,2014
Mississippi,1,"Nunnelee, Alan",R,102622,0.6791166758210851,1,2014
Mississippi,1,"Dickey, Ron E.",D,43713,0.2892774185863372,0,2014
Mississippi,1,"Bedwell, Danny",LIB,3830,0.02534560687176976,0,2014
Mississippi,1,"Walley, Lajena",REF,946,0.006260298720807883,0,2014
Mississippi,2,"Thompson, Bennie G.",D,100688,0.6773677058245765,1,2014
Mississippi,2,"Ray, Troy",IND,36465,0.2453143710560661,0,2014
Mississippi,2,"Shoemake, Shelley",REF,11493,0.0773179231193574,0,2014
Mississippi,3,"Harper, Gregg",R,117771,0.6889368572531677,1,2014
Mississippi,3,"Magee, Douglas MacArthur (Doug)",D,47744,0.2792928761129245,0,2014
Mississippi,3,"Gerrard, Roger",IND,3890,0.022755724029810583,0,2014
Mississippi,3,"Washer, Barbara Dale",REF,1541,0.0090145426040972,0,2014
Mississippi,4,"Palazzo, Steven McCarty",R,108776,0.6991823931711832,1,2014
Mississippi,4,"Moore, Matt",D,37869,0.2434115801923176,0,2014
Mississippi,4,"Burleson, Cindy",IND,3684,0.02367974494780686,0,2014
Mississippi,4,"Robinson, Joey",LIB,3473,0.02232349462642053,0,2014
Mississippi,4,"Jackson, Eli",REF,917,0.005894225330385149,0,2014
Mississippi,4,"Reich, Ed",IND,857,0.005508561731886666,0,2014
Missouri,1,"Clay, Lacy",D,119315,0.7297821326776518,1,2014
Missouri,1,"Elder, Daniel J.",R,35273,0.21574492030288572,0,2014
Missouri,1,"Cunningham, Robb E.",LIB,8906,0.05447294701946249,0,2014
Missouri,2,"Wagner, Ann",R,148191,0.6411947195576266,1,2014
Missouri,2,"Lieber, Arthur",D,75384,0.32617245810563483,0,2014
Missouri,2,"Slantz, Bill",LIB,7542,0.03263282233673853,0,2014
Missouri,3,"Luetkemeyer, Blaine",R,130940,0.6833315937793549,1,2014
Missouri,3,"Denton, Courtney",D,52021,0.27148001252478865,0,2014
Missouri,3,"Hedrick, Steven",LIB,8593,0.044843962008141114,0,2014
Missouri,3,"Davis, Harold",W,66,3.444316877152698e-4,0,2014
Missouri,4,"Hartzler, Vicky",R,120014,0.6807914411808085,1,2014
Missouri,4,"Irvin, Nate",D,46464,0.26357169599400976,0,2014
Missouri,4,"Young, Herschel L.",LIB,9793,0.055551773822084566,0,2014
Missouri,4,"Cowan, Gregory A.",W,15,8.508900309723971e-5,0,2014
Missouri,5,"Cleaver, Emanuel, II",D,79256,0.5158720343671689,1,2014
Missouri,5,"Turk, Jacob",R,69071,0.44957854655514695,0,2014
Missouri,5,"Welborn, Roy",LIB,5308,0.03454941907768412,0,2014
Missouri,6,"Graves, Sam",R,124616,0.6665026474835535,1,2014
Missouri,6,"Hedge, W.A. (Bill)",D,55157,0.2950045461838798,0,2014
Missouri,6,"Monchil, Russ",LIB,7197,0.03849280633256672,0,2014
Missouri,7,"Long, Billy",R,104054,0.6346420097952512,1,2014
Missouri,7,"Evans, Jim",D,47282,0.2883804900065261,0,2014
Missouri,7,"Craig, Kevin",LIB,12584,0.07675183127283373,0,2014
Missouri,7,"Bruce, Nikolas",W,32,1.9517312466073422e-4,0,2014
Missouri,7,"Hagerty, John C.",W,3,1.8297480436943834e-5,0,2014
Missouri,7,"Lindstedt, Martin",W,2,1.2198320291295889e-5,0,2014
Missouri,8,"Smith, Jason",R,106124,0.6665075616741195,1,2014
Missouri,8,"Stocker, Barbara",D,38721,0.2431857006481435,0,2014
Missouri,8,"Hampton, Terry",IND,6821,0.042839019243330154,0,2014
Missouri,8,"Enyart, Doug",CON,3799,0.023859468421845952,0,2014
Missouri,8,"Vandeven, Rick",LIB,3759,0.023608250012560922,0,2014
Montana,0,"Zinke, Ryan",R,203871,0.5540529890233529,1,2014
Montana,0,"Lewis, John",D,148690,0.4040895416115207,0,2014
Montana,0,"Fellows, Mike",LIB,15402,0.04185746936512638,0,2014
Nebraska,1,"Fortenberry, Jeff",R,123219,0.6881551684659075,1,2014
Nebraska,1,"Crawford, Dennis P.",D,55838,0.3118448315340925,0,2014
Nebraska,2,"Ashford, Brad",D,83872,0.4890238996204281,1,2014
Nebraska,2,"Terry, Lee",R,78157,0.4557020331294568,0,2014
Nebraska,2,"Laird, Steven",LIB,9021,0.0525978228547773,0,2014
Nebraska,3,"Smith, Adrian",R,139440,0.7538764300080015,1,2014
Nebraska,3,"Sullivan, Mark",D,45524,0.24612356999199844,0,2014
Nevada,1,"Titus, Dina",D,45643,0.5684130562024434,1,2014
Nevada,1,"Teijeiro, Annette",R,30413,0.37874693333665427,0,2014
Nevada,1,"Charles, Richard ""Ricardo Carlos""",LIB,2617,0.03259069228757519,0,2014
Nevada,1,"Bakari, Kamau",IAP,1626,0.020249318173327188,0,2014
Nevada,2,"Amodei, Mark E.",R,122402,0.6573331185220987,1,2014
Nevada,2,"Spees, Kristen",D,52016,0.27934052950969335,0,2014
Nevada,2,"Hansen, Janine",IAP,11792,0.06332635196820793,0,2014
Nevada,3,"Heck, Joe",R,88528,0.6075254428043014,1,2014
Nevada,3,"Bilbray, Erin",D,52644,0.3612706647726103,0,2014
Nevada,3,"Goossen, David",IND,1637,0.011233950274157797,0,2014
Nevada,3,"Kimmick, Randy",LIB,1566,0.010746711135816194,0,2014
Nevada,3,"St. John, Steven",IND,1344,0.009223231013114282,0,2014
Nevada,4,"Hardy, Cresent",R,63466,0.4852845596837461,1,2014
Nevada,4,"Horsford, Steven A.",D,59844,0.4575894051888271,0,2014
Nevada,4,"Brown, Steve",LIB,4119,0.03149540070805392,0,2014
Nevada,4,"Best, Russell",IAP,3352,0.025630634419372845,0,2014
New Hampshire,1,"Guinta, Frank C.",R,125508,0.5170555665414277,1,2014
New Hampshire,1,"Shea-Porter, Carol",D,116769,0.4810534902115879,0,2014
New Hampshire,2,"Kuster, Ann McLane",D,130700,0.5487354314311624,1,2014
New Hampshire,2,"Garcia, Marilinda",R,106871,0.44869092802203336,0,2014
New Jersey,NA,"Norcross, Donald W.",D,93315,0.5742744258178865,1,2014
New Jersey,NA,"Cobb, Garry W.",R,64073,0.3943147970361618,0,2014
New Jersey,NA,"Tomaszewski, Scot John",WDB,1784,0.01097900204317751,0,2014
New Jersey,NA,"Shapiro, Robert",SBP,1134,0.006978805110405435,0,2014
New Jersey,NA,"Chapman, Margaret M.",CN,1103,0.006788026487457844,0,2014
New Jersey,NA,"Berman, Mike",OP,634,0.0039017305467346085,0,2014
New Jersey,NA,"Letton, Donald E.",DRP,449,0.0027632129581764025,0,2014
New Jersey,NA,"Norcross, Donald W.",D,92786,0.5753278561463339,1,2014
New Jersey,NA,"Cobb, Garry W.",W(R)/R,63727,0.39514493876918305,0,2014
New Jersey,NA,"Tomaszewski, Scot John",WDB,2373,0.01471399782979383,0,2014
New Jersey,NA,"Shapiro, Robert",SBP,1647,0.01021237017516664,0,2014
New Jersey,NA,"Letton, Donald E.",DRP,742,0.004600837079522554,0,2014
New Jersey,2,"LoBiondo, Frank A.",R,108875,0.6145990922844176,1,2014
New Jersey,2,"Hughes, William J., Jr.",D,66026,0.37271659855036465,0,2014
New Jersey,2,"Spano, Alexander H.",DRP,663,0.003742633278388692,0,2014
New Jersey,2,"Stein, Gary",IND,612,0.003454738410820331,0,2014
New Jersey,2,"Rozzo, Constantino",ALP,501,0.0028281436990538985,0,2014
New Jersey,2,"Olabisi, Bayode",IND,471,0.0026587937769548624,0,2014
New Jersey,3,"MacArthur, Tom",R,100471,0.5398677076672596,1,2014
New Jersey,3,"Belgard, Aimee",D,82537,0.4435017167912393,0,2014
New Jersey,3,"LaVergne, Frederick John",DRP,3095,0.01663057554150121,0,2014
New Jersey,4,"Smith, Christopher H.",R,118826,0.679592105187905,1,2014
New Jersey,4,"Scolavino, Ruben M.",D,54415,0.3112113881120281,0,2014
New Jersey,4,"Neuman, Scott",DRP,1608,0.009196506700066914,0,2014
New Jersey,5,"Garrett, Scott",R,104678,0.5540834528718354,1,2014
New Jersey,5,"Cho, Roy",D,81808,0.4330275617850848,0,2014
New Jersey,5,"Quick, Mark D.",FA,2435,0.012888985343079912,0,2014
New Jersey,6,"Pallone, Frank , Jr.",D,72190,0.5993009953759433,1,2014
New Jersey,6,"Wilkinson, Anthony E.",R,46891,0.3892758411715384,0,2014
New Jersey,6,"Goikhman, Dorit",LIB,1376,0.011423163452518327,0,2014
New Jersey,7,"Lance, Leonard",R,104287,0.592549873009199,1,2014
New Jersey,7,"Kovach, Janice",D,68232,0.38768842650727003,0,2014
